wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T03:49:29,0.10,00:00:00,BOTH,RUNNING,24.907,24.836,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:31,1.13,00:00:01,BOTH,RUNNING,28.495,28.405,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:32,2.15,00:00:02,BOTH,RUNNING,30.982,30.829,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:33,3.18,00:00:03,BOTH,RUNNING,32.687,32.454,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:34,4.22,00:00:04,BOTH,RUNNING,33.903,33.529,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:35,5.26,00:00:05,BOTH,RUNNING,34.776,34.440,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:36,6.30,00:00:06,BOTH,RUNNING,35.361,35.061,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:37,7.33,00:00:07,BOTH,RUNNING,35.771,35.479,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:38,8.37,00:00:08,BOTH,RUNNING,36.068,35.969,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:39,9.40,00:00:09,BOTH,RUNNING,36.099,36.174,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:40,10.43,00:00:10,BOTH,RUNNING,36.237,36.400,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:41,11.45,00:00:11,BOTH,RUNNING,36.318,36.428,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:42,12.53,00:00:12,BOTH,RUNNING,36.438,36.442,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:43,13.57,00:00:13,BOTH,RUNNING,36.373,36.436,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:44,14.61,00:00:14,BOTH,RUNNING,36.433,36.478,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:45,15.66,00:00:15,BOTH,RUNNING,36.435,36.493,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:46,16.69,00:00:16,BOTH,RUNNING,36.572,36.480,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:47,17.72,00:00:17,BOTH,RUNNING,36.638,36.507,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:48,18.76,00:00:18,BOTH,RUNNING,36.522,36.568,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:49,19.79,00:00:19,BOTH,RUNNING,36.569,36.563,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:50,20.84,00:00:20,BOTH,RUNNING,36.584,36.480,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:51,21.91,00:00:21,BOTH,RUNNING,36.472,36.489,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:52,22.95,00:00:22,BOTH,RUNNING,36.481,36.512,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:53,24.00,00:00:24,BOTH,RUNNING,36.528,36.518,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:54,25.07,00:00:25,BOTH,RUNNING,36.476,36.579,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:56,26.12,00:00:26,BOTH,RUNNING,36.436,36.646,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T03:49:57,27.17,00:00:27,BOTH,RUNNING,36.384,36.514,RUNNING,RUNNING,RUNNING,Test started (BOTH).
