wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T03:54:25,0.09,00:00:00,S1,RUNNING,25.903,24.935,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:26,1.14,00:00:01,S1,RUNNING,29.228,24.665,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:27,2.17,00:00:02,S1,RUNNING,31.468,24.440,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:28,3.19,00:00:03,S1,RUNNING,33.037,24.253,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:29,4.20,00:00:04,S1,RUNNING,34.110,24.265,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:30,5.25,00:00:05,S1,RUNNING,34.794,24.135,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:31,6.28,00:00:06,S1,RUNNING,35.361,24.175,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:32,7.31,00:00:07,S1,RUNNING,35.659,23.975,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:33,8.35,00:00:08,S1,RUNNING,35.909,23.995,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:34,9.39,00:00:09,S1,RUNNING,36.005,23.896,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:35,10.44,00:00:10,S1,RUNNING,36.035,23.953,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:36,11.47,00:00:11,S1,RUNNING,36.163,23.934,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:37,12.50,00:00:12,S1,RUNNING,36.352,23.950,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:38,13.54,00:00:13,S1,RUNNING,36.425,23.899,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:40,14.57,00:00:14,S1,RUNNING,36.529,24.007,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:41,15.61,00:00:15,S1,RUNNING,36.472,24.048,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:42,16.67,00:00:16,S1,RUNNING,36.518,23.922,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:43,17.72,00:00:17,S1,RUNNING,36.547,23.960,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:44,18.78,00:00:18,S1,RUNNING,36.457,23.937,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:45,19.83,00:00:19,S1,RUNNING,36.499,24.073,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:46,20.86,00:00:20,S1,RUNNING,36.481,24.028,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:47,21.90,00:00:21,S1,RUNNING,36.405,24.013,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:48,22.94,00:00:22,S1,RUNNING,36.517,24.006,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:49,23.97,00:00:23,S1,RUNNING,36.480,24.116,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:50,25.04,00:00:25,S1,RUNNING,36.451,24.044,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:51,26.09,00:00:26,S1,RUNNING,36.532,23.925,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:52,27.13,00:00:27,S1,RUNNING,36.489,23.910,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:53,28.20,00:00:28,S1,RUNNING,36.533,23.882,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:54,29.26,00:00:29,S1,RUNNING,36.378,23.998,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:55,30.31,00:00:30,S1,RUNNING,36.429,24.090,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:56,31.37,00:00:31,S1,RUNNING,36.501,24.088,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:57,32.41,00:00:32,S1,RUNNING,36.474,23.961,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:58,33.45,00:00:33,S1,RUNNING,36.388,23.933,RUNNING,RUNNING,SLEEP,Test started (S1).
2026-03-09T03:54:59,,,S1,END:IDLE,,,,,,
