wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T00:32:35,0.16,00:00:00,S1,RUNNING,24.725,23.920,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:36,1.18,00:00:01,S1,RUNNING,28.238,24.007,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:37,2.19,00:00:02,S1,RUNNING,30.783,23.910,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:38,3.22,00:00:03,S1,RUNNING,32.577,23.980,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:39,4.33,00:00:04,S1,RUNNING,33.890,23.839,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:40,5.35,00:00:05,S1,RUNNING,34.706,23.844,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:41,6.36,00:00:06,S1,RUNNING,35.255,23.991,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:42,7.39,00:00:07,S1,RUNNING,35.624,23.947,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:43,8.42,00:00:08,S1,RUNNING,35.894,24.013,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:44,9.43,00:00:09,S1,RUNNING,35.961,24.032,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:45,10.45,00:00:10,S1,RUNNING,36.119,24.166,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:46,11.46,00:00:11,S1,RUNNING,36.153,23.975,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:47,12.49,00:00:12,S1,RUNNING,36.132,23.896,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:48,13.50,00:00:13,S1,RUNNING,36.261,23.945,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:49,14.53,00:00:14,S1,RUNNING,36.313,23.923,RUN,RUN,SLEEP,Test started (S1).
2026-03-09T00:32:50,15.56,00:00:15,S1,RUNNING,36.406,23.967,RUN,RUN,SLEEP,Test started (S1).
