wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T00:10:45,0.00,00:00:00,BOTH,RUNNING,25.051,24.989,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:46,1.03,00:00:01,BOTH,RUNNING,28.540,28.379,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:48,2.07,00:00:02,BOTH,RUNNING,30.940,30.885,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:49,3.09,00:00:03,BOTH,RUNNING,32.531,32.619,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:50,4.10,00:00:04,BOTH,RUNNING,33.817,33.815,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:51,5.13,00:00:05,BOTH,RUNNING,34.523,34.553,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:52,6.17,00:00:06,BOTH,RUNNING,35.127,35.257,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:53,7.20,00:00:07,BOTH,RUNNING,35.630,35.493,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:54,8.24,00:00:08,BOTH,RUNNING,35.805,35.692,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:55,9.31,00:00:09,BOTH,RUNNING,36.055,35.856,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:56,10.39,00:00:10,BOTH,RUNNING,36.229,36.109,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:57,11.44,00:00:11,BOTH,RUNNING,36.403,36.254,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:58,12.48,00:00:12,BOTH,RUNNING,36.529,36.298,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:10:59,13.54,00:00:13,BOTH,RUNNING,36.544,36.370,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:00,14.56,00:00:14,BOTH,RUNNING,36.467,36.408,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:01,15.62,00:00:15,BOTH,RUNNING,36.477,36.402,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:02,16.65,00:00:16,BOTH,RUNNING,36.476,36.425,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:03,17.67,00:00:17,BOTH,RUNNING,36.490,36.367,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:04,18.71,00:00:18,BOTH,RUNNING,36.445,36.390,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:05,19.74,00:00:19,BOTH,RUNNING,36.504,36.489,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:06,20.77,00:00:20,BOTH,RUNNING,36.449,36.612,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:07,21.80,00:00:21,BOTH,RUNNING,36.507,36.583,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:08,22.83,00:00:22,BOTH,RUNNING,36.456,36.571,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:09,23.89,00:00:23,BOTH,RUNNING,36.514,36.576,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:10,24.93,00:00:24,BOTH,RUNNING,36.659,36.426,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:11,25.96,00:00:25,BOTH,RUNNING,36.595,36.336,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:12,26.99,00:00:26,BOTH,RUNNING,36.578,36.532,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:13,28.00,00:00:27,BOTH,RUNNING,36.592,36.448,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:15,29.04,00:00:29,BOTH,RUNNING,36.709,36.557,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:16,30.07,00:00:30,BOTH,RUNNING,36.715,36.513,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:17,31.11,00:00:31,BOTH,RUNNING,36.644,36.458,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:18,32.17,00:00:32,BOTH,RUNNING,36.685,36.298,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:19,33.20,00:00:33,BOTH,RUNNING,36.619,36.379,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:20,34.26,00:00:34,BOTH,RUNNING,36.565,36.391,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:21,35.31,00:00:35,BOTH,RUNNING,36.552,36.354,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:22,36.35,00:00:36,BOTH,RUNNING,36.473,36.336,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:23,37.38,00:00:37,BOTH,RUNNING,36.457,36.391,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:24,38.44,00:00:38,BOTH,RUNNING,36.498,36.330,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:25,39.45,00:00:39,BOTH,RUNNING,36.500,36.354,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:26,40.48,00:00:40,BOTH,RUNNING,36.489,36.438,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:27,41.54,00:00:41,BOTH,RUNNING,36.550,36.547,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:28,42.58,00:00:42,BOTH,RUNNING,36.503,36.467,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:11:29,43.65,00:00:43,BOTH,RUNNING,36.497,36.492,RUN,RUN,RUN,Test started (BOTH).
