wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T00:18:59,0.19,00:00:00,BOTH,RUNNING,24.969,24.943,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:00,1.24,00:00:01,BOTH,RUNNING,28.452,28.434,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:01,2.25,00:00:02,BOTH,RUNNING,30.856,30.892,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:02,3.29,00:00:03,BOTH,RUNNING,32.443,32.524,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:03,4.31,00:00:04,BOTH,RUNNING,33.687,33.720,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:04,5.35,00:00:05,BOTH,RUNNING,34.631,34.449,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:05,6.39,00:00:06,BOTH,RUNNING,35.198,35.202,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:06,7.40,00:00:07,BOTH,RUNNING,35.682,35.576,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:07,8.43,00:00:08,BOTH,RUNNING,35.931,35.866,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:08,9.46,00:00:09,BOTH,RUNNING,36.074,36.070,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:09,10.47,00:00:10,BOTH,RUNNING,36.091,36.282,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:10,11.51,00:00:11,BOTH,RUNNING,36.208,36.336,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:11,12.55,00:00:12,BOTH,RUNNING,36.299,36.413,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:12,13.57,00:00:13,BOTH,RUNNING,36.333,36.324,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:13,14.61,00:00:14,BOTH,RUNNING,36.419,36.367,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:14,15.64,00:00:15,BOTH,RUNNING,36.417,36.487,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:15,16.68,00:00:16,BOTH,RUNNING,36.436,36.530,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:16,17.71,00:00:17,BOTH,RUNNING,36.462,36.497,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:19:17,18.72,00:00:18,BOTH,RUNNING,36.466,36.430,RUN,RUN,RUN,Test started (BOTH).
