wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T00:31:40,0.01,00:00:00,BOTH,RUNNING,24.774,24.843,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:41,1.04,00:00:01,BOTH,RUNNING,28.285,28.238,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:42,2.07,00:00:02,BOTH,RUNNING,30.721,30.783,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:43,3.08,00:00:03,BOTH,RUNNING,32.434,32.478,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:44,4.10,00:00:04,BOTH,RUNNING,33.742,33.561,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:45,5.14,00:00:05,BOTH,RUNNING,34.568,34.425,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:46,6.19,00:00:06,BOTH,RUNNING,35.256,35.146,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:47,7.23,00:00:07,BOTH,RUNNING,35.672,35.615,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:48,8.25,00:00:08,BOTH,RUNNING,35.940,35.845,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:49,9.26,00:00:09,BOTH,RUNNING,36.030,36.108,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:50,10.29,00:00:10,BOTH,RUNNING,36.233,36.225,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:51,11.31,00:00:11,BOTH,RUNNING,36.273,36.353,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:52,12.34,00:00:12,BOTH,RUNNING,36.406,36.532,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:53,13.36,00:00:13,BOTH,RUNNING,36.502,36.496,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:54,14.40,00:00:14,BOTH,RUNNING,36.509,36.451,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:55,15.42,00:00:15,BOTH,RUNNING,36.484,36.442,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:56,16.44,00:00:16,BOTH,RUNNING,36.512,36.376,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:31:57,17.45,00:00:17,BOTH,RUNNING,36.517,36.493,RUN,RUN,RUN,Test started (BOTH).
