wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-08T23:51:11,0.09,00:00:00,S1,RUNNING,24.913,23.975,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:13,1.13,00:00:01,S1,RUNNING,28.385,23.977,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:14,2.15,00:00:02,S1,RUNNING,30.812,23.854,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:15,3.18,00:00:03,S1,RUNNING,32.630,23.873,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:16,4.21,00:00:04,S1,RUNNING,33.792,23.999,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:17,5.23,00:00:05,S1,RUNNING,34.588,24.062,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:18,6.27,00:00:06,S1,RUNNING,35.154,24.002,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:19,7.31,00:00:07,S1,RUNNING,35.578,23.940,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:20,8.34,00:00:08,S1,RUNNING,35.828,24.052,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:21,9.38,00:00:09,S1,RUNNING,36.010,24.058,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:22,10.39,00:00:10,S1,RUNNING,36.131,24.048,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:23,11.41,00:00:11,S1,RUNNING,36.200,23.957,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:24,12.43,00:00:12,S1,RUNNING,36.428,23.909,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:25,13.46,00:00:13,S1,RUNNING,36.302,23.821,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:26,14.48,00:00:14,S1,RUNNING,36.324,23.891,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:27,15.51,00:00:15,S1,RUNNING,36.375,23.947,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:28,16.52,00:00:16,S1,RUNNING,36.299,24.035,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:29,17.55,00:00:17,S1,RUNNING,36.310,23.994,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:30,18.58,00:00:18,S1,RUNNING,36.518,24.025,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:31,19.59,00:00:19,S1,RUNNING,36.480,23.958,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:32,20.62,00:00:20,S1,RUNNING,36.556,23.901,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:33,21.69,00:00:21,S1,RUNNING,36.523,23.867,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:34,22.70,00:00:22,S1,RUNNING,36.656,23.775,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:35,23.71,00:00:23,S1,RUNNING,36.565,23.828,RUN,RUN,SLEEP,Test started (S1).
2026-03-08T23:51:36,24.72,00:00:24,S1,RUNNING,36.420,23.882,RUN,RUN,SLEEP,Test started (S1).
