wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T06:25:12,0.10,00:00:00,BOTH,RUNNING,24.794,24.911,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:13,1.12,00:00:01,BOTH,RUNNING,28.374,28.381,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:14,2.14,00:00:02,BOTH,RUNNING,30.788,30.882,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:15,3.18,00:00:03,BOTH,RUNNING,32.662,32.595,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:17,4.20,00:00:04,BOTH,RUNNING,33.891,33.834,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:18,5.24,00:00:05,BOTH,RUNNING,34.739,34.748,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:19,6.26,00:00:06,BOTH,RUNNING,35.145,35.247,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:20,7.29,00:00:07,BOTH,RUNNING,35.572,35.519,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:21,8.30,00:00:08,BOTH,RUNNING,35.817,35.732,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:22,9.31,00:00:09,BOTH,RUNNING,36.023,35.989,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:23,10.35,00:00:10,BOTH,RUNNING,36.138,36.069,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:24,11.37,00:00:11,BOTH,RUNNING,36.324,36.265,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:25,12.39,00:00:12,BOTH,RUNNING,36.296,36.382,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:26,13.42,00:00:13,BOTH,RUNNING,36.263,36.393,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:27,14.43,00:00:14,BOTH,RUNNING,36.254,36.495,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:28,15.47,00:00:15,BOTH,RUNNING,36.366,36.665,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:29,16.49,00:00:16,BOTH,RUNNING,36.455,36.686,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:30,17.52,00:00:17,BOTH,RUNNING,36.430,36.574,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:31,18.55,00:00:18,BOTH,RUNNING,36.472,36.448,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:32,19.57,00:00:19,BOTH,RUNNING,36.424,36.557,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:33,20.61,00:00:20,BOTH,RUNNING,36.336,36.529,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:34,21.64,00:00:21,BOTH,RUNNING,36.334,36.554,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:35,22.66,00:00:22,BOTH,RUNNING,36.266,36.664,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:36,23.70,00:00:23,BOTH,RUNNING,36.324,36.596,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:37,24.71,00:00:24,BOTH,RUNNING,36.361,36.491,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:38,25.77,00:00:25,BOTH,RUNNING,36.288,36.484,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:39,26.78,00:00:26,BOTH,RUNNING,36.530,36.330,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:40,27.82,00:00:27,BOTH,RUNNING,36.544,36.329,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:41,28.85,00:00:28,BOTH,RUNNING,36.476,36.475,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:42,29.89,00:00:29,BOTH,RUNNING,36.456,36.464,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:43,30.93,00:00:30,BOTH,RUNNING,36.490,36.598,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:44,31.98,00:00:31,BOTH,RUNNING,36.467,36.578,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:45,33.02,00:00:33,BOTH,RUNNING,36.557,36.568,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:46,34.06,00:00:34,BOTH,RUNNING,36.545,36.665,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:47,35.11,00:00:35,BOTH,RUNNING,36.428,36.636,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:48,36.15,00:00:36,BOTH,RUNNING,36.474,36.585,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:49,37.18,00:00:37,BOTH,RUNNING,36.415,36.517,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:51,38.19,00:00:38,BOTH,RUNNING,36.305,36.379,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:52,39.21,00:00:39,BOTH,RUNNING,36.362,36.372,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:53,40.25,00:00:40,BOTH,RUNNING,36.377,36.466,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:54,41.28,00:00:41,BOTH,RUNNING,36.342,36.489,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T06:25:54,,,BOTH,END:ERROR,,,,,,
