wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T05:08:31,0.05,00:00:00,BOTH,RUNNING,25.103,25.115,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:32,1.07,00:00:01,BOTH,RUNNING,28.460,28.619,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:33,2.12,00:00:02,BOTH,RUNNING,30.938,31.236,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:34,3.19,00:00:03,BOTH,RUNNING,32.682,32.973,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:35,4.21,00:00:04,BOTH,RUNNING,33.849,34.045,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:36,5.25,00:00:05,BOTH,RUNNING,34.582,34.893,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:37,6.27,00:00:06,BOTH,RUNNING,35.247,35.442,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:38,7.33,00:00:07,BOTH,RUNNING,35.638,35.802,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:39,8.36,00:00:08,BOTH,RUNNING,35.881,35.903,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:40,9.37,00:00:09,BOTH,RUNNING,36.001,36.108,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:41,10.42,00:00:10,BOTH,RUNNING,36.184,36.210,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:42,11.48,00:00:11,BOTH,RUNNING,36.352,36.311,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:43,12.51,00:00:12,BOTH,RUNNING,36.390,36.257,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:44,13.55,00:00:13,BOTH,RUNNING,36.386,36.317,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:45,14.58,00:00:14,BOTH,RUNNING,36.374,36.499,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:46,15.62,00:00:15,BOTH,RUNNING,36.450,36.386,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:47,16.63,00:00:16,BOTH,RUNNING,36.366,36.499,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:48,17.66,00:00:17,BOTH,RUNNING,36.287,36.594,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:49,18.71,00:00:18,BOTH,RUNNING,36.313,36.599,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:50,19.76,00:00:19,BOTH,RUNNING,36.428,36.636,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:52,20.81,00:00:20,BOTH,RUNNING,36.472,36.668,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:53,21.86,00:00:21,BOTH,RUNNING,36.407,36.602,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:54,22.89,00:00:22,BOTH,RUNNING,36.468,36.564,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:55,23.95,00:00:23,BOTH,RUNNING,36.412,36.582,RUNNING,RUNNING,RUNNING,Test started (BOTH).
2026-03-09T05:08:56,24.98,00:00:24,BOTH,RUNNING,36.347,36.560,RUNNING,RUNNING,RUNNING,Test started (BOTH).
